StateAbbr,StateDesc,CityName,UniqueID,PopulationCount,GeoLocation,CityFIPS
NJ,New Jersey,Union City,3474630,"66,455","(40.7674606884, -74.032293507)",3474630
NM,New Mexico,Albuquerque,3502000,"545,852","(35.1055025771, -106.647447696)",3502000
NM,New Mexico,Las Cruces,3539380,"97,618","(32.326638797, -106.789465579)",3539380
NM,New Mexico,Rio Rancho,3563460,"87,521","(35.287307935, -106.697981552)",3563460
NM,New Mexico,Santa Fe,3570500,"67,947","(35.6662719601, -105.972662995)",3570500
NY,New York,Albany,3601000,"97,856","(42.6663969604, -73.7986826267)",3601000
NY,New York,Buffalo,3611000,"261,310","(42.9014518233, -78.8475237264)",3611000
NY,New York,Mount Vernon,3649121,"67,292","(40.9136008569, -73.8291001676)",3649121
NY,New York,New Rochelle,3650617,"77,062","(40.9321713141, -73.7843883178)",3650617
NY,New York,New York,3651000,"8,175,133","(40.694960689, -73.9313850409)",3651000
NY,New York,Rochester,3663000,"210,565","(43.1679802918, -77.6162348882)",3663000
NY,New York,Schenectady,3665508,"66,135","(42.8025204414, -73.9275333869)",3665508
NY,New York,Syracuse,3673000,"145,170","(43.0409202097, -76.1437679213)",3673000
NY,New York,Yonkers,3684000,"195,976","(40.9465025597, -73.8636959965)",3684000
NC,North Carolin,Asheville,3702140,"83,393","(35.5708251391, -82.5537350816)",3702140
NC,North Carolin,Cary,3710740,"135,234","(35.7814978722, -78.8152191642)",3710740
NC,North Carolin,Charlotte,3712000,"731,424","(35.2078721969, -80.8300754645)",3712000
NC,North Carolin,Concord,3714100,"79,066","(35.3939316958, -80.6352429349)",3714100
NC,North Carolin,Durham,3719000,"228,330","(35.9809147402, -78.9059161097)",3719000
NC,North Carolin,Fayetteville,3722920,"200,564","(35.0851309527, -78.9791676456)",3722920
NC,North Carolin,Gastonia,3725580,"71,741","(35.2472984431, -81.1836588468)",3725580
NC,North Carolin,Greensboro,3728000,"269,666","(36.0960480415, -79.8276833061)",3728000
NC,North Carolin,Greenville,3728080,"84,554","(35.5959211876, -77.3766133673)",3728080
NC,North Carolin,High Point,3731400,"104,371","(35.9881243803, -79.9932956384)",3731400
NC,North Carolin,Jacksonville,3734200,"70,145","(34.7331103037, -77.3951822819)",3734200
NC,North Carolin,Raleigh,3755000,"403,892","(35.8322080933, -78.6440243809)",3755000
NC,North Carolin,Wilmington,3774440,"106,476","(34.2102758569, -77.8872842368)",3774440
NC,North Carolin,Winston-Salem,3775000,"229,617","(36.1029453039, -80.2609889241)",3775000
ND,North Dakota,Fargo,3825700,"105,549","(46.8652457832, -96.8289882328)",3825700
OH,Ohio,Akron,3901000,"199,110","(41.0801444942, -81.5219213688)",3901000
OH,Ohio,Canton,3912000,"73,007","(40.8080192662, -81.3676594998)",3912000
OH,Ohio,Cincinnati,3915000,"296,943","(39.1411747124, -84.5060004524)",3915000
OH,Ohio,Cleveland,3916000,"396,815","(41.4765345821, -81.6805494865)",3916000
OH,Ohio,Columbus,3918000,"787,033","(39.9859500484, -82.9851738516)",3918000
OH,Ohio,Dayton,3921000,"141,527","(39.779768039, -84.1997930517)",3921000
OH,Ohio,Parma,3961000,"81,601","(41.3842399838, -81.728599153)",3961000
OH,Ohio,Toledo,3977000,"287,208","(41.6637399604, -83.5823818449)",3977000
OH,Ohio,Youngstown,3988000,"66,982","(41.0993286607, -80.6463187081)",3988000
OK,Oklahoma,Broken Arrow,4009050,"98,850","(36.0366324911, -95.7809572414)",4009050
OK,Oklahoma,Edmond,4023200,"81,405","(35.6689350516, -97.4159205309)",4023200
OK,Oklahoma,Lawton,4041850,"96,867","(34.6170564899, -98.4203934803)",4041850
OK,Oklahoma,Norman,4052500,"110,925","(35.2335032647, -97.3470413838)",4052500
OK,Oklahoma,Oklahoma City,4055000,"579,999","(35.467564288, -97.5137615524)",4055000
OK,Oklahoma,Tulsa,4075000,"391,906","(36.1284213425, -95.9036195464)",4075000
OR,Oregon,Beaverton,4105350,"89,803","(45.4795765674, -122.814973469)",4105350
OR,Oregon,Bend,4105800,"76,639","(44.0561827184, -121.308690416)",4105800
OR,Oregon,Eugene,4123850,"156,185","(44.0559363346, -123.117327584)",4123850
OR,Oregon,Gresham,4131250,"105,594","(45.5024256798, -122.441469029)",4131250
OR,Oregon,Hillsboro,4134100,"91,611","(45.529027994, -122.937442209)",4134100
OR,Oregon,Medford,4147000,"74,907","(42.3371987584, -122.853625909)",4147000
OR,Oregon,Portland,4159000,"583,776","(45.537180654, -122.650032751)",4159000
OR,Oregon,Salem,4164900,"154,637","(44.923273154, -123.0248671)",4164900
PA,Pennsylvania,Allentown,4202000,"118,032","(40.596099618, -75.4755373968)",4202000
PA,Pennsylvania,Bethlehem,4206088,"74,982","(40.6266402578, -75.3679048175)",4206088
PA,Pennsylvania,Erie,4224000,"101,786","(42.1164698754, -80.0730358517)",4224000
PA,Pennsylvania,Philadelphia,4260000,"1,526,006","(40.0093147808, -75.1333888571)",4260000
PA,Pennsylvania,Pittsburgh,4261000,"305,704","(40.4396297486, -79.9762614995)",4261000
PA,Pennsylvania,Reading,4263624,"88,082","(40.3399678686, -75.9266128837)",4263624
PA,Pennsylvania,Scranton,4269000,"76,089","(41.4043729362, -75.6649126898)",4269000
RI,Rhode Island,Cranston,4419180,"80,387","(41.7658017135, -71.4861485002)",4419180
RI,Rhode Island,Pawtucket,4454640,"71,148","(41.8744534517, -71.3743580803)",4454640
RI,Rhode Island,Providence,4459000,"178,042","(41.823480533, -71.4218129335)",4459000
RI,Rhode Island,Warwick,4474300,"82,672","(41.7064727301, -71.4345615049)",4474300
SC,South Carolin,Charleston,4513330,"120,083","(32.8136961892, -79.967381899)",4513330
SC,South Carolin,Columbia,4516000,"129,272","(34.0366069566, -80.9037852694)",4516000
SC,South Carolin,Mount Pleasant,4548535,"67,843","(32.8538274584, -79.8230343029)",4548535
SC,South Carolin,North Charleston,4550875,"97,471","(32.9100915071, -80.0738525014)",4550875
SC,South Carolin,Rock Hill,4561405,"66,154","(34.9403611496, -81.0249178286)",4561405
SD,South Dakota,Rapid City,4652980,"67,956","(44.0705009564, -103.218361421)",4652980
SD,South Dakota,Sioux Falls,4659020,"153,888","(43.5388067537, -96.7313495858)",4659020
TN,Tennessee,Chattanooga,4714000,"167,674","(35.0662472165, -85.2466771892)",4714000
TN,Tennessee,Clarksville,4715160,"132,929","(36.569683159, -87.3432371614)",4715160
TN,Tennessee,Knoxville,4740000,"178,874","(35.9690594531, -83.9495877264)",4740000
TN,Tennessee,Memphis,4748000,"646,889","(35.1046295042, -89.978906085)",4748000
TN,Tennessee,Murfreesboro,4751560,"108,755","(35.850778195, -86.408628238)",4751560
TN,Tennessee,Nashville,4752006,"601,222","(36.1712229904, -86.7845944773)",4752006
TX,Texas,Abilene,4801000,"117,063","(32.4546510898, -99.7383043723)",4801000
TX,Texas,Allen,4801924,"84,246","(33.1087043234, -96.6735373763)",4801924
TX,Texas,Amarillo,4803000,"190,695","(35.2003835544, -101.828292514)",4803000
TX,Texas,Arlington,4804000,"365,438","(32.699836862, -97.125089612)",4804000
TX,Texas,Austin,4805000,"790,390","(30.3068610342, -97.7554771245)",4805000
TX,Texas,Baytown,4806128,"71,802","(29.7571153043, -94.9676276217)",4806128
TX,Texas,Beaumont,4807000,"118,296","(30.084416647, -94.1441072222)",4807000
TX,Texas,Brownsville,4810768,"175,023","(25.9981977861, -97.4566343763)",4810768
TX,Texas,Bryan,4810912,"76,201","(30.6665687582, -96.3663819223)",4810912
TX,Texas,Carrollton,4813024,"119,097","(32.988438459, -96.900137433)",4813024
TX,Texas,College Station,4815976,"93,857","(30.5867615801, -96.2957958614)",4815976
TX,Texas,Corpus Christi,4817000,"305,215","(27.7291588337, -97.4019095379)",4817000
TX,Texas,Dallas,4819000,"1,197,816","(32.7939804066, -96.7656929463)",4819000
TX,Texas,Denton,4819972,"113,383","(33.2156160443, -97.1412438684)",4819972
TX,Texas,Edinburg,4822660,"77,100","(26.3155843974, -98.1637130371)",4822660
TX,Texas,El Paso,4824000,"649,121","(31.8481123506, -106.432021874)",4824000
TX,Texas,Fort Worth,4827000,"741,206","(32.780192804, -97.3470323225)",4827000
TX,Texas,Frisco,4827684,"116,989","(33.1507545152, -96.8201336312)",4827684
TX,Texas,Garland,4829000,"226,876","(32.9100799867, -96.6304258603)",4829000
TX,Texas,Grand Prairie,4830464,"175,396","(32.6867650238, -97.0209311916)",4830464
TX,Texas,Houston,4835000,"2,099,451","(29.7806691396, -95.3860033966)",4835000
TX,Texas,Irving,4837000,"216,290","(32.8583808131, -96.9703058323)",4837000
TX,Texas,Killeen,4839148,"127,921","(31.0757648143, -97.7285651299)",4839148
TX,Texas,Laredo,4841464,"236,091","(27.5482572475, -99.4867797312)",4841464
TX,Texas,League City,4841980,"83,560","(29.4872995808, -95.1089858945)",4841980
TX,Texas,Lewisville,4842508,"95,290","(33.0451992429, -96.9829273031)",4842508
TX,Texas,Longview,4843888,"80,455","(32.5192857856, -94.762197598)",4843888
TX,Texas,Lubbock,4845000,"229,573","(33.5666251178, -101.886335663)",4845000
TX,Texas,McAllen,4845384,"129,877","(26.2186289942, -98.2451704536)",4845384
TX,Texas,McKinney,4845744,"131,117","(33.1988886952, -96.6677029773)",4845744
TX,Texas,Mesquite,4847892,"139,824","(32.7641310166, -96.5927445114)",4847892
TX,Texas,Midland,4848072,"111,147","(32.0285948356, -102.109700973)",4848072
TX,Texas,Mission,4848768,"77,058","(26.2033406464, -98.322770513)",4848768
TX,Texas,Missouri City,4848804,"67,358","(29.563674661, -95.5382066661)",4848804
TX,Texas,Odessa,4853388,"99,940","(31.879456461, -102.344465435)",4853388
TX,Texas,Pasadena,4856000,"149,043","(29.6589511488, -95.1509173148)",4856000
TX,Texas,Pearland,4856348,"91,252","(29.5584850577, -95.3208389111)",4856348
TX,Texas,Pharr,4857200,"70,400","(26.168815399, -98.1904720704)",4857200
TX,Texas,Plano,4858016,"259,841","(33.0502149278, -96.7486409797)",4858016
TX,Texas,Richardson,4861796,"99,223","(32.9716582389, -96.7093052991)",4861796
TX,Texas,Round Rock,4863500,"99,887","(30.5239578235, -97.6669801882)",4863500
TX,Texas,San Angelo,4864472,"93,200","(31.440468746, -100.452243142)",4864472
TX,Texas,San Antonio,4865000,"1,327,407","(29.4721475333, -98.5246763525)",4865000
TX,Texas,Sugar Land,4870808,"78,817","(29.5974680902, -95.627455775)",4870808
TX,Texas,Tyler,4874144,"96,900","(32.3154021183, -95.3050093799)",4874144
TX,Texas,Waco,4876000,"124,805","(31.5597607137, -97.1883333282)",4876000
TX,Texas,Wichita Falls,4879000,"104,553","(33.9072739838, -98.5292981697)",4879000
UT,Utah,Layton,4943660,"67,311","(41.077181614, -111.961589302)",4943660
UT,Utah,Ogden,4955980,"82,825","(41.2281567535, -111.967450557)",4955980
UT,Utah,Orem,4957300,"88,328","(40.2987127625, -111.699188517)",4957300
UT,Utah,Provo,4962470,"112,488","(40.2457185288, -111.645715857)",4962470
UT,Utah,St. George,4965330,"72,897","(37.0787444634, -113.579352503)",4965330
UT,Utah,Salt Lake City,4967000,"186,440","(40.7778489465, -111.931220784)",4967000
UT,Utah,Sandy,4967440,"87,461","(40.5702254423, -111.852431062)",4967440
UT,Utah,West Jordan,4982950,"103,712","(40.6022598635, -112.000961848)",4982950
UT,Utah,West Valley City,4983470,"129,480","(40.6887696962, -112.011667394)",4983470
VT,Vermont,Burlington,5010675,"42,417","(44.4876245694, -73.2314828365)",5010675
VA,Virginia,Alexandria,5101000,"139,966","(38.8187351557, -77.0867762661)",5101000
VA,Virginia,Chesapeake,5116000,"222,209","(36.6777521118, -76.3024325925)",5116000
VA,Virginia,Hampton,5135000,"137,436","(37.0533009025, -76.3665945624)",5135000
VA,Virginia,Lynchburg,5147672,"75,568","(37.4004163016, -79.1911081)",5147672
VA,Virginia,Newport News,5156000,"180,719","(37.1051141309, -76.5182644502)",5156000
VA,Virginia,Norfolk,5157000,"242,803","(36.8932863006, -76.2567157761)",5157000
VA,Virginia,Portsmouth,5164000,"95,535","(36.8451450228, -76.3552763467)",5164000
VA,Virginia,Richmond,5167000,"204,214","(37.5293933083, -77.475568168)",5167000
VA,Virginia,Roanoke,5168000,"97,032","(37.2782181855, -79.9581615989)",5168000
VA,Virginia,Suffolk,5176432,"84,585","(36.6930367981, -76.6414278469)",5176432
VA,Virginia,Virginia Beach,5182000,"437,994","(36.7534593339, -76.0589579522)",5182000
WA,Washington,Auburn,5303180,"70,180","(47.3038544325, -122.210810557)",5303180
WA,Washington,Bellevue,5305210,"122,363","(47.5962437606, -122.153569982)",5305210
WA,Washington,Bellingham,5305280,"80,885","(48.7535370315, -122.468092906)",5305280
WA,Washington,Everett,5322640,"103,019","(47.9497966189, -122.160703911)",5322640
WA,Washington,Federal Way,5323515,"89,306","(47.3090846316, -122.335755583)",5323515
WA,Washington,Kennewick,5335275,"73,917","(46.198438428, -119.173245847)",5335275
WA,Washington,Kent,5335415,"92,411","(47.3849636272, -122.217890194)",5335415
WA,Washington,Renton,5357745,"90,927","(47.4760546752, -122.191153327)",5357745
WA,Washington,Seattle,5363000,"608,660","(47.622154338, -122.323532482)",5363000
WA,Washington,Spokane,5367000,"208,916","(47.6736243259, -117.415973291)",5367000
WA,Washington,Spokane Valley,5367167,"89,755","(47.662556574, -117.234571922)",5367167
WA,Washington,Tacoma,5370000,"198,397","(47.2425411445, -122.45447391)",5370000
WA,Washington,Vancouver,5374060,"161,791","(45.6357172365, -122.598539476)",5374060
WA,Washington,Yakima,5380010,"91,067","(46.5925792092, -120.547807614)",5380010
WV,West Virginia,Charleston,5414600,"51,400","(38.3484079736, -81.632165003)",5414600
WI,Wisconsin,Appleton,5502375,"72,623","(44.2776987457, -88.3897664444)",5502375
WI,Wisconsin,Green Bay,5531000,"104,057","(44.5149847816, -87.9896195955)",5531000
WI,Wisconsin,Kenosha,5539225,"99,218","(42.585570271, -87.8735745085)",5539225
WI,Wisconsin,Madison,5548000,"233,209","(43.0809865694, -89.3915106344)",5548000
WI,Wisconsin,Milwaukee,5553000,"594,833","(43.0641258925, -87.9672412429)",5553000
WI,Wisconsin,Racine,5566000,"78,860","(42.7274599494, -87.813453024)",5566000
WI,Wisconsin,Waukesha,5584250,"70,718","(43.0093332215, -88.2457679157)",5584250
WY,Wyoming,Cheyenne,5613900,"59,466","(41.1460804265, -104.789064332)",5613900
